state,accountlength,areacode,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,class,
WI,133.0,415.0, no, no,0.0,113.3,137.0,19.26,160.2,103.0,13.62,228.8,98.0,10.3,10.1,7.0,2.73,2.0, False.,
NV,134.0,408.0, no, no,0.0,107.0,146.0,18.19,220.0,116.0,18.7,149.8,108.0,6.74,7.2,3.0,1.94,2.0, False.,
DC,19.0,415.0, no, no,0.0,184.5,131.0,31.37,201.3,87.0,17.11,188.9,114.0,8.5,13.1,10.0,3.54,1.0, False.,
IL,66.0,415.0, no, yes,31.0,163.2,106.0,27.74,267.9,108.0,22.77,172.6,100.0,7.77,9.7,5.0,2.62,1.0, False.,
MS,65.0,510.0, no, no,0.0,193.8,113.0,32.95,151.7,106.0,12.89,208.9,94.0,9.4,12.6,3.0,3.4,3.0, False.,
WV,104.0,415.0, no, no,0.0,185.1,91.0,31.47,227.3,115.0,19.32,198.5,79.0,8.93,12.7,10.0,3.43,2.0, False.,
WY,140.0,408.0, no, no,0.0,151.5,106.0,25.76,175.7,125.0,14.93,214.1,87.0,9.63,12.4,9.0,3.35,3.0, False.,
MA,102.0,510.0, no, no,0.0,143.7,82.0,24.43,170.9,83.0,14.53,310.9,112.0,13.99,9.8,1.0,2.65,2.0, False.,
OR,101.0,415.0, yes, no,0.0,169.5,117.0,28.82,212.0,111.0,18.02,204.0,120.0,9.18,9.7,1.0,2.62,0.0, False.,
ME,62.0,510.0, no, no,0.0,211.3,100.0,35.92,228.4,91.0,19.41,217.1,77.0,9.77,6.3,5.0,1.7,0.0, False.,
AR,115.0,415.0, no, yes,37.0,184.1,67.0,31.3,159.4,104.0,13.55,193.3,121.0,8.7,13.3,3.0,3.59,0.0, False.,
LA,111.0,408.0, no, yes,33.0,154.0,122.0,26.18,207.3,123.0,17.62,186.2,105.0,8.38,10.8,8.0,2.92,1.0, False.,
MD,119.0,415.0, no, no,0.0,209.4,125.0,35.6,286.3,91.0,24.34,208.6,73.0,9.39,8.1,4.0,2.19,2.0, False.,
NJ,121.0,415.0, no, no,0.0,166.3,114.0,28.27,138.8,130.0,11.8,215.3,108.0,9.69,10.4,10.0,2.81,2.0, False.,
MT,108.0,415.0, no, no,0.0,108.6,128.0,18.46,325.2,97.0,27.64,173.6,67.0,7.81,9.3,6.0,2.51,0.0, False.,
MD,63.0,415.0, no, yes,25.0,230.3,82.0,39.15,165.6,96.0,14.08,227.7,125.0,10.25,9.0,2.0,2.43,1.0, False.,
CT,59.0,415.0, no, yes,46.0,200.1,44.0,34.02,126.0,78.0,10.71,146.3,123.0,6.58,10.6,5.0,2.86,1.0, False.,
OH,82.0,415.0, no, no,0.0,179.2,95.0,30.46,228.9,95.0,19.46,187.7,100.0,8.45,13.2,2.0,3.56,1.0, False.,
NJ,126.0,415.0, no, no,0.0,261.6,83.0,44.47,192.9,133.0,16.4,246.9,50.0,11.11,7.3,3.0,1.97,4.0, False.,
NV,110.0,510.0, no, no,0.0,129.5,94.0,22.02,92.6,96.0,7.87,154.3,110.0,6.94,9.9,5.0,2.67,3.0, False.,
KS,85.0,408.0, no, no,0.0,164.0,111.0,27.88,229.4,108.0,19.5,220.7,105.0,9.93,9.3,2.0,2.51,1.0, False.,
TX,46.0,415.0, no, no,0.0,230.7,117.0,39.22,186.2,84.0,15.83,182.2,109.0,8.2,9.2,4.0,2.48,2.0, False.,
MN,44.0,408.0, no, no,0.0,207.2,90.0,35.22,178.6,76.0,15.18,182.0,74.0,8.19,0.0,0.0,0.0,0.0, False.,
MT,171.0,408.0, no, no,0.0,171.9,99.0,29.22,249.2,95.0,21.18,174.9,81.0,7.87,12.5,4.0,3.38,1.0, False.,
AK,88.0,415.0, no, yes,37.0,181.7,88.0,30.89,237.4,106.0,20.18,209.1,111.0,9.41,9.5,5.0,2.57,2.0, False.,
HI,169.0,408.0, no, no,0.0,240.7,119.0,40.92,141.1,102.0,11.99,120.6,56.0,5.43,7.7,2.0,2.08,2.0, False.,
TX,48.0,510.0, no, no,0.0,198.2,108.0,33.69,181.0,70.0,15.39,238.9,86.0,10.75,12.1,2.0,3.27,1.0, False.,
ID,65.0,408.0, no, no,0.0,96.0,95.0,16.32,117.0,82.0,9.95,172.9,114.0,7.78,6.7,3.0,1.81,3.0, False.,
WY,81.0,415.0, no, no,0.0,165.2,109.0,28.08,170.6,96.0,14.5,205.0,74.0,9.23,9.9,4.0,2.67,0.0, False.,
KY,53.0,510.0, no, no,0.0,171.5,75.0,29.16,224.5,111.0,19.08,187.4,84.0,8.43,9.7,6.0,2.62,1.0, False.,
AR,72.0,415.0, no, yes,27.0,111.7,68.0,18.99,252.8,106.0,21.49,255.5,109.0,11.5,7.8,4.0,2.11,1.0, False.,
OR,100.0,510.0, no, no,0.0,152.7,98.0,25.96,212.4,73.0,18.05,264.5,90.0,11.9,7.9,3.0,2.13,2.0, False.,
MN,82.0,415.0, no, no,0.0,194.7,105.0,33.1,210.9,100.0,17.93,236.9,143.0,10.66,11.6,3.0,3.13,3.0, False.,
HI,71.0,415.0, no, no,0.0,119.9,108.0,20.38,240.7,82.0,20.46,151.1,124.0,6.8,8.1,7.0,2.19,3.0, False.,
LA,103.0,415.0, no, no,0.0,222.9,129.0,37.89,205.0,87.0,17.43,141.3,99.0,6.36,9.9,2.0,2.67,1.0, False.,
RI,87.0,415.0, no, no,0.0,210.7,46.0,35.82,215.6,116.0,18.33,170.4,79.0,7.67,13.2,3.0,3.56,1.0, False.,
MD,116.0,408.0, no, no,0.0,254.6,107.0,43.28,249.4,89.0,21.2,229.6,77.0,10.33,9.0,18.0,2.43,2.0, False.,
MS,140.0,415.0, no, no,0.0,265.0,100.0,45.05,147.6,89.0,12.55,247.7,94.0,11.15,10.7,3.0,2.89,1.0, False.,
TN,93.0,408.0, no, no,0.0,172.3,135.0,29.29,318.7,95.0,27.09,131.5,104.0,5.92,11.5,4.0,3.11,3.0, False.,
ID,90.0,415.0, no, no,0.0,259.1,140.0,44.05,124.0,119.0,10.54,188.3,79.0,8.47,12.8,3.0,3.46,0.0, False.,
GA,130.0,415.0, no, no,0.0,211.4,91.0,35.94,191.0,62.0,16.24,207.3,109.0,9.33,11.6,3.0,3.13,1.0, False.,
KS,121.0,408.0, yes, no,0.0,175.9,87.0,29.9,225.3,114.0,19.15,156.2,113.0,7.03,10.4,3.0,2.81,2.0, False.,
HI,47.0,510.0, yes, no,0.0,135.0,108.0,22.95,176.3,111.0,14.99,144.6,96.0,6.51,10.5,1.0,2.84,1.0, False.,
WV,94.0,415.0, yes, yes,39.0,115.5,90.0,19.64,122.5,99.0,10.41,197.7,110.0,8.9,7.0,3.0,1.89,0.0, False.,
MS,76.0,408.0, no, no,0.0,193.0,82.0,32.81,200.8,109.0,17.07,135.9,79.0,6.12,14.4,3.0,3.89,0.0, False.,
MS,69.0,510.0, no, no,0.0,167.4,105.0,28.46,121.5,142.0,10.33,209.3,83.0,9.42,16.0,2.0,4.32,1.0, False.,
SC,117.0,415.0, no, yes,35.0,190.7,100.0,32.42,209.7,107.0,17.82,202.5,101.0,9.11,12.4,5.0,3.35,1.0, False.,
KS,70.0,415.0, no, no,0.0,325.5,128.0,55.34,300.3,105.0,25.53,199.8,93.0,8.99,5.7,7.0,1.54,1.0, False.,
ID,130.0,415.0, no, no,0.0,139.0,98.0,23.63,120.2,116.0,10.22,160.4,113.0,7.22,14.5,2.0,3.92,3.0, False.,
AK,109.0,415.0, no, yes,40.0,155.9,110.0,26.5,161.2,99.0,13.7,229.2,81.0,10.31,11.5,13.0,3.11,0.0, False.,
MS,115.0,415.0, no, no,0.0,182.1,97.0,30.96,231.1,76.0,19.64,246.2,103.0,11.08,15.0,2.0,4.05,0.0, False.,
NY,114.0,408.0, no, no,0.0,139.8,152.0,23.77,215.9,76.0,18.35,96.9,111.0,4.36,7.9,10.0,2.13,2.0, False.,
OH,135.0,510.0, no, no,0.0,112.7,123.0,19.16,280.0,90.0,23.8,251.9,110.0,11.34,10.4,2.0,2.81,0.0, False.,
DE,79.0,415.0, no, yes,31.0,173.2,98.0,29.44,149.5,123.0,12.71,245.7,91.0,11.06,11.5,7.0,3.11,1.0, False.,
RI,123.0,408.0, no, no,0.0,225.6,102.0,38.35,225.8,56.0,19.19,186.7,128.0,8.4,6.7,2.0,1.81,1.0, False.,
NE,112.0,415.0, yes, no,0.0,195.7,123.0,33.27,141.9,124.0,12.06,136.4,72.0,6.14,7.9,6.0,2.13,1.0, False.,
HI,57.0,415.0, no, no,0.0,214.0,100.0,36.38,209.9,80.0,17.84,105.1,112.0,4.73,11.3,1.0,3.05,0.0, False.,
NM,143.0,415.0, no, no,0.0,271.7,67.0,46.19,189.1,155.0,16.07,101.1,55.0,4.55,17.2,5.0,4.64,1.0, False.,
UT,107.0,510.0, no, no,0.0,257.7,98.0,43.81,156.5,84.0,13.3,104.4,123.0,4.7,9.8,3.0,2.65,1.0, False.,
MD,103.0,415.0, yes, no,0.0,133.2,90.0,22.64,236.8,70.0,20.13,214.1,120.0,9.63,12.5,2.0,3.38,1.0, False.,
IA,157.0,415.0, no, no,0.0,248.7,113.0,42.28,251.8,79.0,21.4,262.7,46.0,11.82,7.5,3.0,2.03,5.0, False.,
KY,120.0,408.0, no, no,0.0,180.8,93.0,30.74,190.1,82.0,16.16,192.3,66.0,8.65,10.5,7.0,2.84,2.0, False.,
VT,81.0,415.0, yes, yes,32.0,229.0,80.0,38.93,221.0,113.0,18.79,291.4,91.0,13.11,12.4,5.0,3.35,1.0, False.,
NM,136.0,408.0, no, no,0.0,276.3,94.0,46.97,226.0,125.0,19.21,221.4,87.0,9.96,7.2,1.0,1.94,1.0, False.,
VT,83.0,510.0, no, yes,37.0,133.1,117.0,22.63,171.4,89.0,14.57,218.1,92.0,9.81,10.9,4.0,2.94,3.0, False.,
PA,137.0,415.0, no, no,0.0,248.3,63.0,42.21,250.4,108.0,21.28,159.1,94.0,7.16,9.6,4.0,2.59,1.0, False.,
VT,93.0,415.0, no, yes,37.0,230.4,95.0,39.17,155.5,89.0,13.22,179.0,90.0,8.06,10.4,9.0,2.81,3.0, False.,
OR,103.0,408.0, no, no,0.0,185.8,118.0,31.59,86.8,84.0,7.38,208.4,115.0,9.38,10.7,9.0,2.89,1.0, False.,
CA,96.0,415.0, no, no,0.0,183.9,88.0,31.26,109.2,86.0,9.28,190.2,78.0,8.56,16.6,7.0,4.48,2.0, False.,
NY,77.0,415.0, yes, no,0.0,132.9,86.0,22.59,168.1,121.0,14.29,196.3,102.0,8.83,7.8,3.0,2.11,0.0, False.,
MO,128.0,510.0, no, no,0.0,221.0,109.0,37.57,219.0,107.0,18.62,229.4,113.0,10.32,8.6,5.0,2.32,3.0, False.,
NM,116.0,510.0, no, no,0.0,179.0,81.0,30.43,200.0,116.0,17.0,168.6,74.0,7.59,15.8,7.0,4.27,1.0, False.,
MN,96.0,408.0, yes, no,0.0,188.8,119.0,32.1,216.9,100.0,18.44,208.5,116.0,9.38,5.8,3.0,1.57,3.0, False.,
CT,60.0,415.0, yes, yes,45.0,135.6,101.0,23.05,94.9,73.0,8.07,154.0,118.0,6.93,9.8,3.0,2.65,4.0, False.,
IA,105.0,408.0, yes, yes,31.0,172.5,103.0,29.33,113.6,102.0,9.66,261.6,104.0,11.77,10.8,4.0,2.92,2.0, False.,
AL,123.0,415.0, no, no,0.0,132.6,100.0,22.54,198.8,102.0,16.9,168.9,105.0,7.6,0.0,0.0,0.0,1.0, False.,
GA,84.0,408.0, no, no,0.0,127.7,81.0,21.71,188.4,84.0,16.01,260.0,125.0,11.7,4.7,6.0,1.27,1.0, False.,
NJ,107.0,510.0, no, no,0.0,156.3,75.0,26.57,215.3,93.0,18.3,118.2,115.0,5.32,8.8,2.0,2.38,1.0, False.,
CA,86.0,415.0, no, no,0.0,234.6,102.0,39.88,268.3,109.0,22.81,195.6,102.0,8.8,11.6,4.0,3.13,1.0, False.,
VT,115.0,415.0, no, no,0.0,202.1,95.0,34.36,231.6,89.0,19.69,214.6,165.0,9.66,13.1,7.0,3.54,1.0, False.,
TN,128.0,510.0, no, yes,40.0,272.2,112.0,46.27,239.9,111.0,20.39,257.3,124.0,11.58,11.6,2.0,3.13,1.0, False.,
SD,97.0,415.0, no, no,0.0,245.2,109.0,41.68,165.5,152.0,14.07,159.2,96.0,7.16,9.1,8.0,2.46,1.0, False.,
CO,90.0,415.0, no, no,0.0,207.6,82.0,35.29,193.3,105.0,16.43,149.7,68.0,6.74,11.2,6.0,3.02,1.0, False.,
KY,22.0,415.0, no, no,0.0,222.9,97.0,37.89,172.6,91.0,14.67,187.6,99.0,8.44,10.1,3.0,2.73,1.0, False.,
IA,121.0,415.0, no, no,0.0,273.8,96.0,46.55,263.1,106.0,22.36,201.5,83.0,9.07,10.8,3.0,2.92,1.0, False.,
CT,169.0,510.0, no, no,0.0,192.8,98.0,32.78,273.2,125.0,23.22,266.3,102.0,11.98,11.4,6.0,3.08,2.0, False.,
MA,83.0,510.0, no, no,0.0,268.7,81.0,45.68,145.5,100.0,12.37,185.6,86.0,8.35,9.4,6.0,2.54,0.0, False.,
NV,87.0,408.0, no, yes,48.0,178.8,91.0,30.4,246.8,106.0,20.98,262.4,119.0,11.81,9.0,8.0,2.43,1.0, False.,
VA,126.0,415.0, no, yes,24.0,197.3,82.0,33.54,167.6,51.0,14.25,222.0,89.0,9.99,7.4,3.0,2.0,1.0, False.,
NY,61.0,415.0, no, yes,36.0,233.9,97.0,39.76,175.6,133.0,14.93,177.0,83.0,7.97,9.5,4.0,2.57,1.0, False.,
MO,90.0,408.0, yes, no,0.0,207.1,87.0,35.21,208.5,87.0,17.72,146.0,95.0,6.57,4.4,5.0,1.19,2.0, False.,
FL,131.0,408.0, no, no,0.0,136.8,84.0,23.26,179.4,81.0,15.25,235.2,151.0,10.58,5.0,3.0,1.35,2.0, False.,
SC,89.0,415.0, no, no,0.0,159.4,126.0,27.1,207.0,108.0,17.6,141.6,121.0,6.37,11.1,4.0,3.0,1.0, False.,
IL,71.0,415.0, no, no,0.0,112.1,122.0,19.06,157.9,86.0,13.42,271.6,104.0,12.22,11.1,5.0,3.0,0.0, False.,
NE,166.0,415.0, no, no,0.0,238.6,117.0,40.56,242.8,73.0,20.64,203.3,130.0,9.15,10.0,8.0,2.7,4.0, False.,
AK,146.0,510.0, yes, no,0.0,163.5,85.0,27.8,224.8,149.0,19.11,253.1,116.0,11.39,9.8,4.0,2.65,1.0, False.,
TN,90.0,408.0, yes, no,0.0,127.2,94.0,21.62,221.1,108.0,18.79,110.7,106.0,4.98,11.2,3.0,3.02,2.0, False.,
NM,59.0,408.0, no, no,0.0,145.8,95.0,24.79,228.3,81.0,19.41,247.5,87.0,11.14,9.6,5.0,2.59,0.0, False.,
NV,25.0,415.0, no, no,0.0,250.1,108.0,42.52,221.9,97.0,18.86,208.5,84.0,9.38,11.1,3.0,3.0,2.0, False.,
UT,124.0,510.0, no, no,0.0,234.2,110.0,39.81,199.0,121.0,16.92,246.4,135.0,11.09,7.1,4.0,1.92,0.0, False.,
WV,105.0,510.0, no, no,0.0,101.5,83.0,17.26,193.8,83.0,16.47,214.3,113.0,9.64,11.7,4.0,3.16,3.0, False.,
IL,143.0,415.0, no, yes,26.0,119.6,133.0,20.33,247.0,136.0,21.0,227.3,54.0,10.23,13.0,3.0,3.51,1.0, False.,
MN,162.0,408.0, no, no,0.0,221.9,66.0,37.72,112.7,109.0,9.58,176.5,141.0,7.94,10.7,6.0,2.89,1.0, False.,
HI,56.0,415.0, no, no,0.0,158.2,85.0,26.89,197.9,91.0,16.82,159.9,133.0,7.2,7.7,7.0,2.08,1.0, False.,
DC,105.0,510.0, no, no,0.0,193.2,139.0,32.84,260.3,104.0,22.13,226.4,133.0,10.19,7.8,2.0,2.11,1.0, False.,
ID,73.0,510.0, no, yes,33.0,217.7,108.0,37.01,245.7,106.0,20.88,242.9,100.0,10.93,8.8,6.0,2.38,1.0, False.,
NC,54.0,408.0, no, no,0.0,199.8,94.0,33.97,308.0,112.0,26.18,162.6,99.0,7.32,10.1,4.0,2.73,0.0, False.,
AL,98.0,510.0, no, no,0.0,171.9,77.0,29.22,235.3,90.0,20.0,140.3,125.0,6.31,14.6,4.0,3.94,2.0, False.,
OR,100.0,415.0, no, yes,31.0,67.7,67.0,11.51,147.1,116.0,12.5,288.3,103.0,12.97,12.3,2.0,3.32,6.0, False.,
IL,107.0,408.0, no, no,0.0,228.2,90.0,38.79,214.2,123.0,18.21,183.1,79.0,8.24,10.5,4.0,2.84,4.0, False.,
WV,167.0,510.0, no, no,0.0,191.5,93.0,32.56,163.8,76.0,13.92,189.1,103.0,8.51,14.1,9.0,3.81,1.0, False.,
MN,49.0,415.0, no, no,0.0,171.5,86.0,29.16,188.8,85.0,16.05,155.1,82.0,6.98,8.5,2.0,2.3,2.0, False.,
LA,34.0,408.0, no, no,0.0,151.1,92.0,25.69,211.7,86.0,17.99,205.8,72.0,9.26,9.8,4.0,2.65,0.0, False.,
VT,109.0,415.0, no, no,0.0,134.3,99.0,22.83,203.9,103.0,17.33,297.7,91.0,13.4,7.6,2.0,2.05,3.0, False.,
IL,109.0,510.0, no, no,0.0,117.8,64.0,20.03,216.2,84.0,18.38,148.4,59.0,6.68,10.9,5.0,2.94,1.0, False.,
KS,39.0,408.0, no, no,0.0,181.2,71.0,30.8,344.9,108.0,29.32,213.6,145.0,9.61,12.1,2.0,3.27,3.0, False.,
UT,90.0,415.0, no, no,0.0,152.3,91.0,25.89,165.0,120.0,14.03,294.3,73.0,13.24,9.0,3.0,2.43,2.0, False.,
KY,114.0,408.0, no, no,0.0,204.4,91.0,34.75,239.6,136.0,20.37,235.0,64.0,10.58,11.5,3.0,3.11,2.0, False.,
MT,113.0,415.0, no, no,0.0,283.9,98.0,48.26,137.1,91.0,11.65,159.0,110.0,7.15,11.3,5.0,3.05,2.0, False.,
MA,19.0,415.0, no, yes,29.0,142.7,94.0,24.26,129.9,60.0,11.04,165.3,65.0,7.44,10.0,4.0,2.7,0.0, False.,
NJ,94.0,415.0, no, no,0.0,145.4,92.0,24.72,172.8,103.0,14.69,183.9,43.0,8.28,9.3,3.0,2.51,2.0, False.,
WY,69.0,415.0, no, no,0.0,211.7,94.0,35.99,236.1,124.0,20.07,252.7,90.0,11.37,7.2,2.0,1.94,4.0, False.,
VT,90.0,415.0, no, no,0.0,192.6,129.0,32.74,191.6,100.0,16.29,203.1,105.0,9.14,11.4,2.0,3.08,3.0, False.,
AL,48.0,408.0, no, no,0.0,52.0,60.0,8.84,132.0,79.0,11.22,185.8,85.0,8.36,12.3,2.0,3.32,2.0, False.,
DE,122.0,415.0, no, yes,30.0,237.7,94.0,40.41,154.7,91.0,13.15,223.1,98.0,10.04,9.5,3.0,2.57,1.0, False.,
WV,123.0,408.0, no, yes,31.0,203.6,108.0,34.61,156.9,112.0,13.34,236.2,114.0,10.63,12.0,5.0,3.24,1.0, False.,
IA,81.0,510.0, no, no,0.0,192.4,79.0,32.71,212.7,106.0,18.08,244.8,83.0,11.02,8.3,5.0,2.24,1.0, False.,
PA,43.0,408.0, no, no,0.0,212.5,88.0,36.13,274.1,145.0,23.3,194.6,52.0,8.76,8.6,6.0,2.32,0.0, False.,
TN,25.0,415.0, no, no,0.0,114.4,114.0,19.45,201.1,97.0,17.09,238.4,121.0,10.73,11.6,4.0,3.13,3.0, False.,
NH,170.0,415.0, no, no,0.0,222.8,82.0,37.88,148.2,105.0,12.6,231.1,75.0,10.4,13.3,5.0,3.59,1.0, False.,
KY,129.0,415.0, no, no,0.0,207.7,75.0,35.31,191.3,116.0,16.26,226.7,98.0,10.2,11.6,6.0,3.13,2.0, False.,
ME,82.0,415.0, no, yes,23.0,249.4,117.0,42.4,195.8,100.0,16.64,162.2,94.0,7.3,12.3,2.0,3.32,1.0, False.,
MN,132.0,510.0, no, yes,33.0,157.9,84.0,26.84,163.9,109.0,13.93,215.4,87.0,9.69,11.5,3.0,3.11,3.0, False.,
NM,42.0,415.0, no, no,0.0,137.9,160.0,23.44,234.9,107.0,19.97,166.6,70.0,7.5,14.3,3.0,3.86,5.0, False.,
NH,8.0,415.0, no, no,0.0,176.0,97.0,29.92,234.2,136.0,19.91,193.5,134.0,8.71,8.5,5.0,2.3,1.0, False.,
TX,145.0,510.0, no, no,0.0,158.8,120.0,27.0,352.1,145.0,29.93,177.6,140.0,7.99,6.2,6.0,1.67,2.0, False.,
AL,131.0,415.0, no, no,0.0,234.0,117.0,39.78,209.4,143.0,17.8,258.8,105.0,11.65,9.8,3.0,2.65,1.0, False.,
WA,105.0,415.0, no, no,0.0,132.3,105.0,22.49,144.5,89.0,12.28,195.5,127.0,8.8,5.4,3.0,1.46,0.0, False.,
MN,90.0,408.0, no, yes,32.0,276.6,76.0,47.02,138.3,90.0,11.76,279.6,88.0,12.58,6.8,3.0,1.84,3.0, False.,
NJ,124.0,415.0, no, no,0.0,108.2,92.0,18.39,214.3,83.0,18.22,185.5,155.0,8.35,13.2,11.0,3.56,4.0, False.,
NH,82.0,408.0, no, no,0.0,156.0,94.0,26.52,295.6,118.0,25.13,196.9,84.0,8.86,14.3,3.0,3.86,0.0, False.,
VT,76.0,408.0, no, no,0.0,208.5,124.0,35.45,173.0,117.0,14.71,221.1,95.0,9.95,9.8,3.0,2.65,0.0, False.,
NH,98.0,415.0, no, no,0.0,243.4,88.0,41.38,147.1,155.0,12.5,156.4,80.0,7.04,9.7,4.0,2.62,2.0, False.,
MD,80.0,510.0, yes, no,0.0,275.4,89.0,46.82,186.7,66.0,15.87,201.3,87.0,9.06,9.4,2.0,2.54,0.0, False.,
LA,57.0,415.0, no, no,0.0,198.1,89.0,33.68,214.2,105.0,18.21,109.5,106.0,4.93,7.0,3.0,1.89,1.0, False.,
SC,137.0,510.0, no, no,0.0,109.8,112.0,18.67,223.5,88.0,19.0,247.5,96.0,11.14,17.8,2.0,4.81,1.0, False.,
AR,87.0,510.0, no, no,0.0,120.5,99.0,20.49,210.0,81.0,17.85,224.7,141.0,10.11,8.6,2.0,2.32,2.0, False.,
WV,131.0,510.0, no, no,0.0,256.6,96.0,43.62,225.2,113.0,19.14,190.2,91.0,8.56,11.1,3.0,3.0,1.0, False.,
KS,158.0,415.0, yes, no,0.0,200.0,98.0,34.0,205.4,106.0,17.46,323.7,96.0,14.57,8.9,2.0,2.4,0.0, False.,
AR,116.0,408.0, no, no,0.0,85.8,88.0,14.59,115.8,112.0,9.84,195.9,91.0,8.82,11.0,2.0,2.97,1.0, True.,
NH,136.0,510.0, no, yes,19.0,174.0,96.0,29.58,217.2,126.0,18.46,220.3,97.0,9.91,11.4,3.0,3.08,1.0, False.,
TX,149.0,510.0, no, no,0.0,221.4,95.0,37.64,198.7,63.0,16.89,106.2,70.0,4.78,10.0,3.0,2.7,1.0, False.,
TX,108.0,415.0, no, no,0.0,133.1,52.0,22.63,256.3,103.0,21.79,247.2,118.0,11.12,11.9,3.0,3.21,3.0, False.,
PA,25.0,415.0, no, no,0.0,195.2,77.0,33.18,193.4,81.0,16.44,231.8,59.0,10.43,12.2,4.0,3.29,2.0, False.,
ME,104.0,415.0, no, no,0.0,246.4,108.0,41.89,205.5,102.0,17.47,208.1,125.0,9.36,14.1,8.0,3.81,2.0, False.,
WY,25.0,408.0, no, no,0.0,199.2,80.0,33.86,123.2,84.0,10.47,82.3,77.0,3.7,9.6,4.0,2.59,2.0, False.,
KY,140.0,408.0, no, yes,24.0,235.4,92.0,40.02,160.9,71.0,13.68,211.9,99.0,9.54,8.9,2.0,2.4,3.0, False.,
WY,46.0,510.0, yes, yes,27.0,170.9,73.0,29.05,184.7,77.0,15.7,130.8,94.0,5.89,6.1,7.0,1.65,2.0, False.,
RI,106.0,415.0, no, no,0.0,155.9,90.0,26.5,198.0,101.0,16.83,189.1,95.0,8.51,8.0,2.0,2.16,2.0, False.,
LA,81.0,415.0, no, yes,43.0,102.4,102.0,17.41,225.3,104.0,19.15,182.3,97.0,8.2,7.1,5.0,1.92,2.0, False.,
HI,33.0,415.0, no, no,0.0,200.5,117.0,34.09,159.9,111.0,13.59,196.2,84.0,8.83,16.3,6.0,4.4,3.0, False.,
KY,77.0,415.0, no, yes,32.0,192.2,101.0,32.67,165.4,84.0,14.06,230.2,129.0,10.36,8.0,6.0,2.16,1.0, False.,
DE,87.0,415.0, no, yes,28.0,202.7,124.0,34.46,248.9,98.0,21.16,184.7,50.0,8.31,14.7,6.0,3.97,1.0, False.,
SD,72.0,415.0, no, yes,38.0,84.3,116.0,14.33,267.2,127.0,22.71,167.7,75.0,7.55,8.3,6.0,2.24,4.0, False.,
MS,45.0,415.0, no, yes,18.0,168.0,127.0,28.56,155.5,76.0,13.22,152.7,127.0,6.87,11.8,5.0,3.19,0.0, False.,
WI,41.0,408.0, yes, yes,31.0,278.1,86.0,47.28,268.1,103.0,22.79,241.5,77.0,10.87,11.3,4.0,3.05,0.0, False.,
VT,122.0,408.0, no, no,0.0,128.3,89.0,21.81,237.7,62.0,20.2,166.6,128.0,7.5,11.2,5.0,3.02,1.0, False.,
MA,92.0,408.0, no, yes,21.0,227.8,107.0,38.73,156.4,70.0,13.29,259.7,72.0,11.69,12.4,3.0,3.35,0.0, False.,
OR,65.0,408.0, yes, no,0.0,54.8,74.0,9.32,239.8,93.0,20.38,214.4,91.0,9.65,13.4,5.0,3.62,1.0, False.,
MA,57.0,415.0, no, yes,24.0,140.2,102.0,23.83,170.1,107.0,14.46,143.7,102.0,6.47,14.0,1.0,3.78,1.0, False.,
MT,127.0,408.0, no, no,0.0,271.2,110.0,46.1,213.5,80.0,18.15,201.8,102.0,9.08,13.2,4.0,3.56,0.0, False.,
AK,121.0,415.0, no, no,0.0,180.0,116.0,30.6,196.4,112.0,16.69,280.3,95.0,12.61,10.1,5.0,2.73,2.0, False.,
MS,117.0,415.0, no, no,0.0,189.8,122.0,32.27,235.6,94.0,20.03,270.8,120.0,12.19,12.7,2.0,3.43,1.0, False.,
OR,37.0,408.0, no, no,0.0,257.3,117.0,43.74,134.5,92.0,11.43,306.2,102.0,13.78,8.2,5.0,2.21,3.0, False.,
VA,162.0,510.0, no, no,0.0,103.3,93.0,17.56,210.6,87.0,17.9,187.2,118.0,8.42,11.4,6.0,3.08,1.0, False.,
AZ,193.0,415.0, no, no,0.0,208.1,115.0,35.38,178.0,104.0,15.13,195.9,95.0,8.82,12.4,9.0,3.35,3.0, False.,
UT,80.0,415.0, no, no,0.0,195.1,65.0,33.17,214.0,80.0,18.19,124.4,96.0,5.6,9.2,6.0,2.48,2.0, False.,
WV,176.0,415.0, no, no,0.0,162.6,97.0,27.64,227.8,107.0,19.36,218.8,92.0,9.85,11.3,4.0,3.05,1.0, False.,
MN,76.0,415.0, no, no,0.0,168.4,74.0,28.63,161.0,83.0,13.69,147.4,117.0,6.63,8.0,4.0,2.16,1.0, False.,
AZ,89.0,510.0, no, yes,24.0,197.8,84.0,33.63,223.2,117.0,18.97,201.7,132.0,9.08,5.7,4.0,1.54,1.0, False.,
RI,128.0,510.0, no, no,0.0,212.4,118.0,36.11,148.6,108.0,12.63,214.8,98.0,9.67,9.8,5.0,2.65,1.0, False.,
NM,138.0,408.0, no, no,0.0,63.7,114.0,10.83,212.2,132.0,18.04,247.6,114.0,11.14,8.8,4.0,2.38,0.0, False.,
HI,90.0,408.0, no, no,0.0,193.8,90.0,32.95,206.6,98.0,17.56,153.3,120.0,6.9,10.1,9.0,2.73,3.0, False.,
