state,accountlength,areacode,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,class
TN,108.0,408.0, no, yes,15.0,165.1,85.0,28.07,267.0,93.0,22.7,250.7,114.0,11.28,10.9,4.0,2.94,1.0, False.
OH,98.0,408.0, no, no,0.0,165.0,129.0,28.05,202.6,113.0,17.22,172.3,94.0,7.75,12.5,7.0,3.38,1.0, True.
IL,130.0,415.0, no, no,0.0,155.9,95.0,26.5,256.1,97.0,21.77,262.9,103.0,11.83,11.7,3.0,3.16,3.0, False.
FL,136.0,408.0, yes, no,0.0,199.2,122.0,33.86,214.7,114.0,18.25,150.9,105.0,6.79,11.8,7.0,3.19,1.0, False.
MA,47.0,415.0, no, no,0.0,155.3,116.0,26.4,188.2,85.0,16.0,247.0,73.0,11.12,12.3,4.0,3.32,3.0, False.
OK,189.0,415.0, no, no,0.0,208.3,106.0,35.41,236.7,123.0,20.12,179.1,120.0,8.06,11.3,5.0,3.05,3.0, False.
KY,107.0,415.0, no, no,0.0,157.1,79.0,26.71,162.6,124.0,13.82,150.0,138.0,6.75,12.1,6.0,3.27,1.0, False.
MI,91.0,415.0, no, no,0.0,154.4,165.0,26.25,168.3,121.0,14.31,239.9,81.0,10.8,11.7,4.0,3.16,5.0, True.
NE,159.0,415.0, no, no,0.0,189.1,105.0,32.15,246.1,147.0,20.92,242.0,106.0,10.89,10.4,5.0,2.81,1.0, True.
VA,11.0,408.0, no, yes,24.0,131.5,98.0,22.36,230.2,111.0,19.57,283.7,87.0,12.77,10.0,3.0,2.7,2.0, False.
NY,167.0,415.0, no, no,0.0,166.4,85.0,28.29,243.2,135.0,20.67,229.2,95.0,10.31,9.9,5.0,2.67,1.0, False.
MT,111.0,408.0, no, no,0.0,142.3,75.0,24.19,122.8,106.0,10.44,229.5,94.0,10.33,12.8,9.0,3.46,2.0, False.
VT,99.0,408.0, no, yes,19.0,87.7,103.0,14.91,223.0,86.0,18.96,182.3,112.0,8.2,7.3,4.0,1.97,2.0, False.
KS,159.0,415.0, no, yes,19.0,184.1,78.0,31.3,194.5,71.0,16.53,225.6,101.0,10.15,16.9,3.0,4.56,0.0, False.
VA,114.0,415.0, yes, yes,31.0,174.5,104.0,29.67,224.2,92.0,19.06,116.3,91.0,5.23,12.3,10.0,3.32,2.0, False.
AL,71.0,415.0, no, no,0.0,103.3,103.0,17.56,138.5,79.0,11.77,164.8,98.0,7.42,9.0,2.0,2.43,2.0, False.
PA,122.0,415.0, no, no,0.0,35.1,62.0,5.97,180.8,89.0,15.37,251.6,58.0,11.32,12.7,2.0,3.43,1.0, False.
AL,100.0,408.0, no, yes,25.0,246.6,94.0,41.92,141.4,112.0,12.02,189.8,109.0,8.54,13.0,5.0,3.51,1.0, False.
WV,83.0,415.0, no, yes,37.0,78.5,109.0,13.35,210.5,101.0,17.89,179.7,102.0,8.09,11.8,4.0,3.19,1.0, False.
NV,64.0,408.0, no, no,0.0,148.1,73.0,25.18,164.9,101.0,14.02,216.0,125.0,9.72,12.3,2.0,3.32,5.0, True.
TN,105.0,408.0, no, no,0.0,206.2,84.0,35.05,256.4,138.0,21.79,117.1,91.0,5.27,9.0,3.0,2.43,1.0, False.
ID,144.0,415.0, no, yes,33.0,251.6,87.0,42.77,197.6,118.0,16.8,209.2,97.0,9.41,12.2,3.0,3.29,2.0, False.
WY,106.0,415.0, yes, yes,26.0,270.3,111.0,45.95,215.2,90.0,18.29,254.0,133.0,11.43,14.4,7.0,3.89,1.0, True.
TX,19.0,510.0, no, yes,34.0,156.6,97.0,26.62,224.2,97.0,19.06,260.9,135.0,11.74,11.3,1.0,3.05,1.0, False.
MA,46.0,408.0, no, no,0.0,139.4,81.0,23.7,223.7,113.0,19.01,173.1,77.0,7.79,13.6,6.0,3.67,1.0, False.
IL,127.0,510.0, no, no,0.0,220.2,108.0,37.43,188.4,124.0,16.01,172.7,113.0,7.77,11.7,3.0,3.16,2.0, False.
LA,9.0,415.0, no, yes,39.0,214.1,108.0,36.4,169.2,115.0,14.38,189.7,117.0,8.54,10.1,3.0,2.73,1.0, False.
CO,157.0,415.0, no, no,0.0,196.0,74.0,33.32,213.4,96.0,18.14,196.8,81.0,8.86,7.9,6.0,2.13,1.0, False.
UT,105.0,415.0, no, no,0.0,106.4,71.0,18.09,240.1,83.0,20.41,147.7,114.0,6.65,5.3,4.0,1.43,6.0, True.
MI,105.0,415.0, no, yes,29.0,179.4,113.0,30.5,275.4,100.0,23.41,246.1,105.0,11.07,10.0,5.0,2.7,0.0, False.
NH,155.0,408.0, no, no,0.0,216.7,30.0,36.84,144.3,125.0,12.27,135.3,106.0,6.09,10.8,1.0,2.92,2.0, False.
ID,31.0,415.0, no, no,0.0,177.3,129.0,30.14,152.8,105.0,12.99,162.9,92.0,7.33,5.1,2.0,1.38,0.0, False.
WA,161.0,415.0, no, no,0.0,151.6,117.0,25.77,219.4,87.0,18.65,224.7,68.0,10.11,4.0,5.0,1.08,1.0, False.
MN,95.0,408.0, no, yes,32.0,262.2,123.0,44.57,165.2,82.0,14.04,194.3,57.0,8.74,10.6,5.0,2.86,0.0, False.
NY,122.0,415.0, no, no,0.0,173.6,110.0,29.51,91.7,84.0,7.79,211.7,103.0,9.53,9.7,7.0,2.62,3.0, False.
MD,37.0,415.0, yes, no,0.0,106.6,76.0,18.12,147.4,89.0,12.53,235.8,113.0,10.61,9.6,8.0,2.59,2.0, False.
GA,132.0,415.0, no, no,0.0,193.3,106.0,32.86,128.3,94.0,10.91,162.1,119.0,7.29,11.6,4.0,3.13,5.0, True.
HI,119.0,408.0, no, yes,24.0,217.2,94.0,36.92,138.7,52.0,11.79,139.3,85.0,6.27,11.3,4.0,3.05,0.0, False.
AL,16.0,408.0, no, no,0.0,209.5,89.0,35.62,172.8,85.0,14.69,94.1,102.0,4.23,8.8,4.0,2.38,1.0, False.
CT,99.0,408.0, no, no,0.0,95.4,105.0,16.22,207.2,101.0,17.61,136.0,117.0,6.12,5.6,5.0,1.51,1.0, False.
CO,76.0,408.0, no, yes,26.0,214.6,110.0,36.48,205.2,87.0,17.44,134.6,140.0,6.06,8.1,2.0,2.19,1.0, False.
KS,167.0,415.0, no, no,0.0,131.6,120.0,22.37,211.3,96.0,17.96,168.3,97.0,7.57,11.1,4.0,3.0,4.0, True.
NJ,129.0,415.0, no, no,0.0,168.4,117.0,28.63,217.1,129.0,18.45,81.6,100.0,3.67,11.8,7.0,3.19,1.0, False.
FL,116.0,408.0, no, no,0.0,146.4,123.0,24.89,176.6,113.0,15.01,212.6,102.0,9.57,7.8,5.0,2.11,1.0, False.
CA,60.0,415.0, yes, no,0.0,183.0,110.0,31.11,206.7,93.0,17.57,203.8,119.0,9.17,11.1,6.0,3.0,1.0, False.
KS,128.0,415.0, no, no,0.0,103.3,122.0,17.56,245.9,123.0,20.9,161.1,95.0,7.25,6.4,7.0,1.73,0.0, False.
TX,47.0,408.0, no, yes,28.0,112.2,70.0,19.07,154.8,106.0,13.16,166.7,105.0,7.5,10.6,2.0,2.86,0.0, False.
MN,40.0,510.0, yes, no,0.0,170.7,55.0,29.02,179.1,108.0,15.22,281.9,89.0,12.69,8.2,9.0,2.21,3.0, False.
AK,173.0,510.0, no, no,0.0,172.5,78.0,29.33,142.6,91.0,12.12,102.0,63.0,4.59,10.9,2.0,2.94,0.0, False.
OR,157.0,510.0, no, yes,30.0,194.3,107.0,33.03,243.2,108.0,20.67,322.2,114.0,14.5,7.1,5.0,1.92,1.0, False.
MS,66.0,408.0, no, yes,32.0,187.8,117.0,31.93,129.8,90.0,11.03,132.3,113.0,5.95,12.0,3.0,3.24,2.0, False.
VT,50.0,415.0, yes, yes,26.0,307.1,94.0,52.21,289.4,78.0,24.6,174.9,109.0,7.87,8.0,3.0,2.16,0.0, False.
UT,72.0,415.0, no, no,0.0,118.2,106.0,20.09,167.2,136.0,14.21,214.2,106.0,9.64,12.2,3.0,3.29,3.0, False.
KS,130.0,510.0, no, no,0.0,154.0,95.0,26.18,205.9,106.0,17.5,233.7,75.0,10.52,12.9,1.0,3.48,1.0, False.
NV,143.0,408.0, no, no,0.0,155.5,101.0,26.44,213.4,89.0,18.14,237.9,61.0,10.71,7.6,11.0,2.05,1.0, False.
DE,89.0,510.0, yes, no,0.0,125.6,108.0,21.35,213.0,90.0,18.11,181.7,108.0,8.18,5.4,5.0,1.46,1.0, False.
IN,108.0,415.0, no, no,0.0,199.3,104.0,33.88,224.2,92.0,19.06,140.1,57.0,6.3,15.2,2.0,4.1,0.0, False.
TX,32.0,408.0, no, no,0.0,157.9,88.0,26.84,180.8,132.0,15.37,132.5,102.0,5.96,12.8,3.0,3.46,1.0, False.
MA,166.0,415.0, no, no,0.0,203.4,81.0,34.58,167.7,110.0,14.25,132.0,124.0,5.94,9.2,5.0,2.48,2.0, False.
VT,109.0,408.0, no, no,0.0,222.2,113.0,37.77,218.5,122.0,18.57,266.0,88.0,11.97,10.9,5.0,2.94,1.0, False.
CA,72.0,408.0, no, yes,39.0,92.8,98.0,15.78,271.2,115.0,23.05,167.1,83.0,7.52,5.8,7.0,1.57,1.0, False.
IA,134.0,415.0, no, yes,32.0,216.8,78.0,36.86,102.2,111.0,8.69,174.0,83.0,7.83,8.6,2.0,2.32,0.0, False.
NH,13.0,415.0, no, no,0.0,193.2,89.0,32.84,194.4,90.0,16.52,186.5,104.0,8.39,9.7,2.0,2.62,4.0, False.
GA,90.0,415.0, no, no,0.0,113.2,108.0,19.24,189.3,63.0,16.09,271.8,124.0,12.23,14.1,4.0,3.81,3.0, False.
WI,111.0,415.0, no, yes,36.0,166.2,54.0,28.25,238.8,109.0,20.3,108.8,92.0,4.9,11.2,2.0,3.02,3.0, False.
CO,101.0,408.0, no, yes,23.0,262.2,101.0,44.57,157.0,80.0,13.35,129.1,100.0,5.81,7.3,14.0,1.97,1.0, False.
SC,72.0,415.0, no, no,0.0,207.8,92.0,35.33,195.7,110.0,16.63,184.8,124.0,8.32,13.1,4.0,3.54,0.0, False.
MI,67.0,510.0, no, yes,35.0,245.4,89.0,41.72,148.2,102.0,12.6,274.0,136.0,12.33,7.5,6.0,2.03,1.0, False.
MD,172.0,408.0, no, no,0.0,287.1,108.0,48.81,178.4,125.0,15.16,153.2,98.0,6.89,14.4,2.0,3.89,3.0, True.
IN,154.0,510.0, no, yes,32.0,192.3,82.0,32.69,165.3,134.0,14.05,205.0,74.0,9.23,9.0,1.0,2.43,2.0, False.
ME,69.0,510.0, no, no,0.0,194.2,122.0,33.01,242.1,81.0,20.58,215.8,80.0,9.71,9.7,3.0,2.62,2.0, False.
DC,123.0,415.0, no, no,0.0,211.0,92.0,35.87,217.0,102.0,18.45,214.8,104.0,9.67,9.8,7.0,2.65,3.0, False.
TN,130.0,415.0, no, yes,12.0,141.9,92.0,24.12,228.9,102.0,19.46,195.1,101.0,8.78,8.7,5.0,2.35,0.0, False.
FL,142.0,415.0, no, yes,26.0,220.5,94.0,37.49,239.5,126.0,20.36,254.3,109.0,11.44,5.9,9.0,1.59,2.0, False.
WA,29.0,415.0, no, no,0.0,157.4,122.0,26.76,145.0,75.0,12.33,281.8,92.0,12.68,9.3,2.0,2.51,1.0, False.
HI,87.0,408.0, no, yes,28.0,143.5,106.0,24.4,223.5,147.0,19.0,175.4,69.0,7.89,11.2,5.0,3.02,0.0, False.
NE,149.0,415.0, no, no,0.0,156.0,56.0,26.52,56.0,116.0,4.76,163.3,104.0,7.35,8.9,8.0,2.4,0.0, False.
TN,146.0,408.0, yes, no,0.0,160.1,63.0,27.22,208.4,112.0,17.71,177.6,98.0,7.99,9.2,3.0,2.48,2.0, False.
MD,88.0,415.0, yes, no,0.0,235.1,98.0,39.97,251.8,79.0,21.4,285.9,76.0,12.87,7.2,2.0,1.94,4.0, True.
NM,119.0,415.0, yes, yes,15.0,160.0,95.0,27.2,209.5,110.0,17.81,82.3,107.0,3.7,8.7,5.0,2.35,5.0, True.
VT,48.0,510.0, no, no,0.0,188.4,63.0,32.03,165.9,89.0,14.1,205.7,71.0,9.26,13.2,2.0,3.56,1.0, False.
OR,135.0,415.0, no, no,0.0,194.8,97.0,33.12,235.3,118.0,20.0,174.4,126.0,7.85,11.0,3.0,2.97,1.0, False.
IN,100.0,510.0, no, no,0.0,247.8,117.0,42.13,130.0,95.0,11.05,134.3,125.0,6.04,6.9,2.0,1.86,1.0, False.
MO,98.0,415.0, no, no,0.0,221.2,80.0,37.6,213.6,104.0,18.16,291.8,89.0,13.13,11.9,3.0,3.21,4.0, False.
FL,75.0,510.0, no, yes,26.0,118.5,86.0,20.15,213.9,118.0,18.18,132.6,99.0,5.97,13.4,3.0,3.62,2.0, False.
